speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,subnational2Code,subnational2Name,subnational1Code,subnational1Name,countryCode,countryName,userDisplayName,obsId,checklistId,presenceNoted,hasComments,firstName,lastName,hasRichMedia,exoticCategory
chiswi,Chimney Swift,Chaetura pelagica,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280093,CL23822,False,False,John,Gaba,False,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280090,CL23822,False,False,John,Gaba,False,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280089,CL23822,False,False,John,Gaba,False,
comyel,Common Yellowthroat,Geothlypis trichas,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280088,CL23822,False,False,John,Gaba,False,
amered,American Redstart,Setophaga ruticilla,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280087,CL23822,False,False,John,Gaba,False,
norpar,Northern Parula,Setophaga americana,L2987624,McGolrick Park,2024-05-11 09:21:00,,40.7245046,-73.9433616,True,False,False,S173501039,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2144280092,CL23822,False,False,John,Gaba,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-05-12 14:08:00,,40.7245046,-73.9433616,True,False,False,S174012611,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2150022966,CL23822,False,False,Bianca,Bello,False,
ovenbi1,Ovenbird,Seiurus aurocapilla,L2987624,McGolrick Park,2024-05-12 14:08:00,,40.7245046,-73.9433616,True,False,False,S174012611,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2150022967,CL23822,False,False,Bianca,Bello,False,
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-05-12 13:51:00,,40.7245046,-73.9433616,True,False,False,S174022233,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2150122858,CL23822,False,False,David,Meadows,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-05-12 13:51:00,,40.7245046,-73.9433616,True,False,False,S174022233,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2150122853,CL23822,False,False,David,Meadows,False,
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,L2987624,McGolrick Park,2024-05-12 13:51:00,,40.7245046,-73.9433616,True,False,False,S174022233,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2150122854,CL23822,False,False,David,Meadows,False,
grycat,Gray Catbird,Dumetella carolinensis,L2987624,McGolrick Park,2024-05-12 13:49:00,,40.7245046,-73.9433616,True,False,False,S174023220,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS2150136213,CL23822,False,False,Greg,Thornberg,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711014,CL23822,False,False,Michael,Lombardo,False,N
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711013,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711008,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711015,CL23822,False,False,Michael,Lombardo,False,N
veery,Veery,Catharus fuscescens,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711017,CL23822,False,False,Michael,Lombardo,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711011,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711007,CL23822,False,False,Michael,Lombardo,False,N
balori,Baltimore Oriole,Icterus galbula,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711018,CL23822,False,False,Michael,Lombardo,False,
bawwar,Black-and-white Warbler,Mniotilta varia,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711009,CL23822,False,False,Michael,Lombardo,False,
amered,American Redstart,Setophaga ruticilla,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711010,CL23822,False,False,Michael,Lombardo,False,
norpar,Northern Parula,Setophaga americana,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711012,CL23822,False,False,Michael,Lombardo,False,
scatan,Scarlet Tanager,Piranga olivacea,L2987624,McGolrick Park,2024-05-12 07:25:00,,40.7245046,-73.9433616,True,False,False,S173880701,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2148711016,CL23822,False,False,Michael,Lombardo,False,
scatan,Scarlet Tanager,Piranga olivacea,L2987624,McGolrick Park,2024-05-13 10:15:00,,40.7245046,-73.9433616,True,False,False,S174387641,US-NY-047,Kings,US-NY,New York,US,United States,Brittany Radocha,OBS2155021536,CL23822,False,False,Brittany,Radocha,False,
comyel,Common Yellowthroat,Geothlypis trichas,L2987624,McGolrick Park,2024-05-13 08:20:00,,40.7245046,-73.9433616,True,False,False,S174216528,US-NY-047,Kings,US-NY,New York,US,United States,Emily Diamond,OBS2152826897,CL23822,False,False,Emily,Diamond,False,
bkpwar,Blackpoll Warbler,Setophaga striata,L2987624,McGolrick Park,2024-05-13 06:15:00,,40.7245046,-73.9433616,True,False,False,S174221828,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2152908023,CL23822,False,False,Parsley,Steinweiss,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622883,CL23822,False,False,Michael,Lombardo,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622903,CL23822,False,False,Michael,Lombardo,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622896,CL23822,False,False,Michael,Lombardo,False,
amhgul1,American Herring Gull,Larus smithsonianus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622905,CL23822,False,False,Michael,Lombardo,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622910,CL23822,False,False,Michael,Lombardo,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622885,CL23822,False,False,Michael,Lombardo,False,
eawpew,Eastern Wood-Pewee,Contopus virens,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622898,CL23822,False,False,Michael,Lombardo,False,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622899,CL23822,False,False,Michael,Lombardo,False,
warvir,Warbling Vireo,Vireo gilvus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622904,CL23822,False,False,Michael,Lombardo,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622907,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622884,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622881,CL23822,False,False,Michael,Lombardo,False,N
grycat,Gray Catbird,Dumetella carolinensis,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622900,CL23822,False,False,Michael,Lombardo,False,
normoc,Northern Mockingbird,Mimus polyglottos,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622892,CL23822,False,False,Michael,Lombardo,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622891,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622886,CL23822,False,False,Michael,Lombardo,False,N
balori,Baltimore Oriole,Icterus galbula,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622909,CL23822,False,False,Michael,Lombardo,False,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622902,CL23822,False,False,Michael,Lombardo,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622894,CL23822,False,False,Michael,Lombardo,False,
ovenbi1,Ovenbird,Seiurus aurocapilla,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622882,CL23822,False,False,Michael,Lombardo,False,
bawwar,Black-and-white Warbler,Mniotilta varia,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622889,CL23822,False,False,Michael,Lombardo,False,
amered,American Redstart,Setophaga ruticilla,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622890,CL23822,False,False,Michael,Lombardo,False,
norpar,Northern Parula,Setophaga americana,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622893,CL23822,False,False,Michael,Lombardo,False,
magwar,Magnolia Warbler,Setophaga magnolia,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622897,CL23822,False,False,Michael,Lombardo,False,
yelwar,Yellow Warbler,Setophaga petechia,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622906,CL23822,False,False,Michael,Lombardo,False,
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622908,CL23822,False,False,Michael,Lombardo,False,
palwar,Palm Warbler,Setophaga palmarum,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,True,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622895,CL23822,False,False,Michael,Lombardo,False,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622887,CL23822,False,False,Michael,Lombardo,False,
btnwar,Black-throated Green Warbler,Setophaga virens,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622901,CL23822,False,False,Michael,Lombardo,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-05-13 06:02:00,,40.7245046,-73.9433616,True,False,False,S174197912,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2152622888,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851922,CL23822,False,False,Christine,Cieslak,False,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851918,CL23822,False,False,Christine,Cieslak,False,
buhvir,Blue-headed Vireo,Vireo solitarius,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851917,CL23822,False,False,Christine,Cieslak,False,
swathr,Swainson's Thrush,Catharus ustulatus,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851924,CL23822,False,False,Christine,Cieslak,False,
scatan,Scarlet Tanager,Piranga olivacea,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851911,CL23822,False,False,Christine,Cieslak,False,
norcar,Northern Cardinal,Cardinalis cardinalis,L2987624,McGolrick Park,2024-05-14 11:00:00,,40.7245046,-73.9433616,True,False,False,S174510495,US-NY-047,Kings,US-NY,New York,US,United States,Christine Cieslak,OBS2156851919,CL23822,False,False,Christine,Cieslak,False,
btnwar,Black-throated Green Warbler,Setophaga virens,L2987624,McGolrick Park,2024-05-14 09:10:00,,40.7245046,-73.9433616,True,False,False,S174444216,US-NY-047,Kings,US-NY,New York,US,United States,John Gaba,OBS2156017985,CL23822,False,False,John,Gaba,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174428214,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2155832439,CL23822,False,False,David,Meadows,False,N
doccor,Double-crested Cormorant,Nannopterum auritum,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174449912,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2156097266,CL23822,False,False,Parsley,Steinweiss,False,
grycat,Gray Catbird,Dumetella carolinensis,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174428214,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2155832435,CL23822,False,False,David,Meadows,False,
comgra,Common Grackle,Quiscalus quiscula,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174449912,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2156097268,CL23822,False,False,Parsley,Steinweiss,False,
norpar,Northern Parula,Setophaga americana,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174428214,US-NY-047,Kings,US-NY,New York,US,United States,David Meadows,OBS2155832445,CL23822,False,False,David,Meadows,False,
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174449912,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2156097267,CL23822,False,False,Parsley,Steinweiss,False,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L2987624,McGolrick Park,2024-05-14 06:55:00,,40.7245046,-73.9433616,True,False,False,S174449912,US-NY-047,Kings,US-NY,New York,US,United States,Parsley Steinweiss,OBS2156097264,CL23822,False,False,Parsley,Steinweiss,False,
veery,Veery,Catharus fuscescens,L2987624,McGolrick Park,2024-05-14 06:45:00,,40.7245046,-73.9433616,True,False,False,S174468851,US-NY-047,Kings,US-NY,New York,US,United States,Brittany Radocha,OBS2156339577,CL23822,False,False,Brittany,Radocha,False,
comyel,Common Yellowthroat,Geothlypis trichas,L2987624,McGolrick Park,2024-05-14 06:45:00,,40.7245046,-73.9433616,True,False,False,S174468851,US-NY-047,Kings,US-NY,New York,US,United States,Brittany Radocha,OBS2156388101,CL23822,False,False,Brittany,Radocha,False,
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790699,CL23822,False,False,Michael,Lombardo,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790707,CL23822,False,False,Michael,Lombardo,False,
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790697,CL23822,False,False,Michael,Lombardo,False,
reevir1,Red-eyed Vireo,Vireo olivaceus,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790705,CL23822,False,False,Michael,Lombardo,False,
barswa,Barn Swallow,Hirundo rustica,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2156700587,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790701,CL23822,False,False,Michael,Lombardo,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790703,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790708,CL23822,False,False,Michael,Lombardo,False,N
ovenbi1,Ovenbird,Seiurus aurocapilla,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790698,CL23822,False,False,Michael,Lombardo,False,
bawwar,Black-and-white Warbler,Mniotilta varia,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790702,CL23822,False,False,Michael,Lombardo,False,
amered,American Redstart,Setophaga ruticilla,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790706,CL23822,False,False,Michael,Lombardo,False,
babwar,Bay-breasted Warbler,Setophaga castanea,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790704,CL23822,False,False,Michael,Lombardo,False,
yelwar,Yellow Warbler,Setophaga petechia,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790700,CL23822,False,False,Michael,Lombardo,False,
bkpwar,Blackpoll Warbler,Setophaga striata,L2987624,McGolrick Park,2024-05-14 06:21:00,,40.7245046,-73.9433616,True,False,False,S174425607,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2155790696,CL23822,False,False,Michael,Lombardo,False,
magwar,Magnolia Warbler,Setophaga magnolia,L2987624,McGolrick Park,2024-05-14 05:35:00,,40.7245046,-73.9433616,True,False,False,S174426549,US-NY-047,Kings,US-NY,New York,US,United States,Bianca Bello,OBS2155802592,CL23822,False,False,Bianca,Bello,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-05-15 15:07:00,,40.7245046,-73.9433616,True,False,False,S174732632,US-NY-047,Kings,US-NY,New York,US,United States,Sarah Duford,OBS2160208837,CL23822,False,False,Sarah,Duford,False,
chiswi,Chimney Swift,Chaetura pelagica,L2987624,McGolrick Park,2024-05-15 10:25:00,,40.7245046,-73.9433616,True,False,False,S174670760,US-NY-047,Kings,US-NY,New York,US,United States,Emily Diamond,OBS2159382538,CL23822,False,False,Emily,Diamond,False,
greegr,Great Egret,Ardea alba,L2987624,McGolrick Park,2024-05-15 09:48:00,,40.7245046,-73.9433616,True,False,False,S174659989,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2159288916,CL23822,False,False,Michael,Lombardo,False,
swathr,Swainson's Thrush,Catharus ustulatus,L2987624,McGolrick Park,2024-05-15 09:48:00,,40.7245046,-73.9433616,True,False,False,S174659989,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2159269418,CL23822,False,False,Michael,Lombardo,False,
hoowar,Hooded Warbler,Setophaga citrina,L2987624,McGolrick Park,2024-05-15 09:48:00,,40.7245046,-73.9433616,True,False,False,S174659989,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2159242921,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941545,CL23822,False,False,Michael,Lombardo,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941560,CL23822,False,False,Michael,Lombardo,False,
laugul,Laughing Gull,Leucophaeus atricilla,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941548,CL23822,False,False,Michael,Lombardo,False,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941550,CL23822,False,False,Michael,Lombardo,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941556,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941553,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941546,CL23822,False,False,Michael,Lombardo,False,N
grycat,Gray Catbird,Dumetella carolinensis,L2987624,McGolrick Park,2024-05-15 06:16:00,,40.7245046,-73.9433616,True,False,False,S174633121,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS2158941544,CL23822,False,False,Michael,Lombardo,False,
